Project,Description
`iDigPaleo <https://github.com/collectiveaccess/providence/blob/develop/install/profiles/xml/idigpaleo.xml>`_,"The iDigPaleo (Fossil Insect Collaborative) profile makes available all the major 
collections of fossil insect specimens in the United States by creating 
electronic specimen records consisting of digital images and associated 
collection data.
                "
